OrderDate,OrderNumber,Line Total
2022-08-15 00:00:00,SO - 0001636,1340
2022-08-15 00:00:00,SO - 0001637,62792.4
2022-08-15 00:00:00,SO - 0001638,29587.2
2022-08-15 00:00:00,SO - 0001639,8147.2
2022-08-16 00:00:00,SO - 0001640,23517
2022-08-16 00:00:00,SO - 0001641,6231
2022-08-16 00:00:00,SO - 0001642,11591
2022-08-16 00:00:00,SO - 0001643,14632.8
2022-08-16 00:00:00,SO - 0001644,26532
2022-08-17 00:00:00,SO - 0001645,24790
2022-08-17 00:00:00,SO - 0001646,2505.8
2022-08-17 00:00:00,SO - 0001647,41506.5
2022-08-17 00:00:00,SO - 0001648,15557.4
2022-08-17 00:00:00,SO - 0001649,11497.2
2022-08-17 00:00:00,SO - 0001650,20662.8
2022-08-18 00:00:00,SO - 0001651,26920.6
2022-08-18 00:00:00,SO - 0001652,27068
2022-08-18 00:00:00,SO - 0001653,23517
2022-08-18 00:00:00,SO - 0001654,39945.4
2022-08-18 00:00:00,SO - 0001655,11055
2022-08-18 00:00:00,SO - 0001656,9406.8
2022-08-18 00:00:00,SO - 0001657,33459.8
2022-08-18 00:00:00,SO - 0001658,21064.8
2022-08-18 00:00:00,SO - 0001659,22914
2022-08-18 00:00:00,SO - 0001660,6351.6
2022-08-18 00:00:00,SO - 0001661,10653
2022-08-18 00:00:00,SO - 0001662,1688.4
2022-08-19 00:00:00,SO - 0001663,12455.3
2022-08-19 00:00:00,SO - 0001664,15570.8
2022-08-19 00:00:00,SO - 0001665,4944.6
2022-08-19 00:00:00,SO - 0001666,25868.7
2022-08-19 00:00:00,SO - 0001667,38069.4
2022-08-19 00:00:00,SO - 0001668,44970.4
2022-08-19 00:00:00,SO - 0001669,9286.2
2022-08-19 00:00:00,SO - 0001670,14431.8
2022-08-19 00:00:00,SO - 0001671,6633
2022-08-19 00:00:00,SO - 0001672,17755
2022-08-19 00:00:00,SO - 0001673,7644.7
2022-08-19 00:00:00,SO - 0001674,2077
2022-08-19 00:00:00,SO - 0001675,14472
2022-08-20 00:00:00,SO - 0001676,18425
2022-08-20 00:00:00,SO - 0001677,19195.5
2022-08-20 00:00:00,SO - 0001678,2680
2022-08-20 00:00:00,SO - 0001679,20120.1
2022-08-20 00:00:00,SO - 0001680,8978
2022-08-20 00:00:00,SO - 0001681,8951.2
2022-08-21 00:00:00,SO - 0001682,5594.5
2022-08-21 00:00:00,SO - 0001683,31409.6
2022-08-21 00:00:00,SO - 0001684,4589.5
2022-08-21 00:00:00,SO - 0001685,1246.2
2022-08-21 00:00:00,SO - 0001686,17788.5
2022-08-21 00:00:00,SO - 0001687,19798.5
2022-08-21 00:00:00,SO - 0001688,9889.2
2022-08-21 00:00:00,SO - 0001689,9654.7
2022-08-21 00:00:00,SO - 0001690,20421.6
2022-08-21 00:00:00,SO - 0001691,5125.5
2022-08-21 00:00:00,SO - 0001692,12542.4
2022-08-22 00:00:00,SO - 0001693,53847.9
2022-08-22 00:00:00,SO - 0001694,7785.4
2022-08-22 00:00:00,SO - 0001695,11135.4
2022-08-22 00:00:00,SO - 0001696,38257
2022-08-22 00:00:00,SO - 0001697,9808.8
2022-08-22 00:00:00,SO - 0001698,8107
2022-08-22 00:00:00,SO - 0001699,22190.4
2022-08-22 00:00:00,SO - 0001700,6860.8
2022-08-23 00:00:00,SO - 0001701,11865.7
2022-08-23 00:00:00,SO - 0001702,33902
2022-08-23 00:00:00,SO - 0001703,38598.7
2022-08-23 00:00:00,SO - 0001704,1038.5
2022-08-23 00:00:00,SO - 0001705,16080
2022-08-23 00:00:00,SO - 0001706,13647.9
2022-08-23 00:00:00,SO - 0001707,1393.6
2022-08-23 00:00:00,SO - 0001708,7973
2022-08-23 00:00:00,SO - 0001709,31918.8
2022-08-24 00:00:00,SO - 0001710,23557.2
2022-08-24 00:00:00,SO - 0001711,7269.5
2022-08-24 00:00:00,SO - 0001712,30230.4
2022-08-24 00:00:00,SO - 0001713,11644.6
2022-08-24 00:00:00,SO - 0001714,1989.9
2022-08-24 00:00:00,SO - 0001715,19778.4
2022-08-24 00:00:00,SO - 0001716,50832.9
2022-08-24 00:00:00,SO - 0001717,6713.4
2022-08-24 00:00:00,SO - 0001718,26800
2022-08-25 00:00:00,SO - 0001719,34793.1
2022-08-25 00:00:00,SO - 0001720,6659.8
2022-08-26 00:00:00,SO - 0001721,61834.3
2022-08-26 00:00:00,SO - 0001722,23999.4
2022-08-26 00:00:00,SO - 0001723,70383.5
2022-08-26 00:00:00,SO - 0001724,11423.5
2022-08-26 00:00:00,SO - 0001725,52206.4
2022-08-26 00:00:00,SO - 0001726,9828.9
2022-08-26 00:00:00,SO - 0001727,46551.6
2022-08-26 00:00:00,SO - 0001728,12998
2022-08-26 00:00:00,SO - 0001729,4254.5
2022-08-27 00:00:00,SO - 0001730,5159
2022-08-27 00:00:00,SO - 0001731,1360.1
2022-08-27 00:00:00,SO - 0001732,25647.6
2022-08-27 00:00:00,SO - 0001733,15008
2022-08-27 00:00:00,SO - 0001734,2077
2022-08-27 00:00:00,SO - 0001735,5205.9
2022-08-27 00:00:00,SO - 0001736,2077
2022-08-27 00:00:00,SO - 0001737,46149.6
2022-08-27 00:00:00,SO - 0001738,17245.8
2022-08-27 00:00:00,SO - 0001739,28964.1
2022-08-27 00:00:00,SO - 0001740,5326.5
2022-08-27 00:00:00,SO - 0001741,20321.1
2022-08-27 00:00:00,SO - 0001742,9916
2022-08-27 00:00:00,SO - 0001743,23383
2022-08-28 00:00:00,SO - 0001744,26893.8
2022-08-28 00:00:00,SO - 0001745,5594.5
2022-08-28 00:00:00,SO - 0001746,14914.2
2022-08-28 00:00:00,SO - 0001747,31322.5
2022-08-28 00:00:00,SO - 0001748,39556.8
2022-08-28 00:00:00,SO - 0001749,9715
2022-08-28 00:00:00,SO - 0001750,1360.1
2022-08-28 00:00:00,SO - 0001751,65666.7
2022-08-29 00:00:00,SO - 0001752,6472.2
2022-08-29 00:00:00,SO - 0001753,21708
2022-08-29 00:00:00,SO - 0001754,12750.1
2022-08-29 00:00:00,SO - 0001755,9413.5
2022-08-29 00:00:00,SO - 0001756,19497
2022-08-29 00:00:00,SO - 0001757,9889.2
2022-08-29 00:00:00,SO - 0001758,18934.2
2022-08-29 00:00:00,SO - 0001759,24120
2022-08-29 00:00:00,SO - 0001760,65519.3
2022-08-30 00:00:00,SO - 0001761,12060
2022-08-30 00:00:00,SO - 0001762,9239.3
2022-08-30 00:00:00,SO - 0001763,12428.5
2022-08-30 00:00:00,SO - 0001764,1688.4
2022-08-30 00:00:00,SO - 0001765,10251
2022-08-30 00:00:00,SO - 0001766,7035
2022-08-30 00:00:00,SO - 0001767,26237.2
2022-08-30 00:00:00,SO - 0001768,7597.8
2022-08-30 00:00:00,SO - 0001769,10854
2022-08-30 00:00:00,SO - 0001770,4489
2022-08-30 00:00:00,SO - 0001771,12462
2022-08-30 00:00:00,SO - 0001772,11189
2022-08-30 00:00:00,SO - 0001773,7128.8
2022-08-30 00:00:00,SO - 0001774,25527
2022-08-31 00:00:00,SO - 0001775,6954.6
2022-08-31 00:00:00,SO - 0001776,17245.8
2022-08-31 00:00:00,SO - 0001777,2479
2022-08-31 00:00:00,SO - 0001778,8844
2022-09-01 00:00:00,SO - 0001779,7973
2022-09-01 00:00:00,SO - 0001780,871
2022-09-01 00:00:00,SO - 0001781,5708.4
2022-09-01 00:00:00,SO - 0001782,1507.5
2022-09-01 00:00:00,SO - 0001783,35972.3
2022-09-01 00:00:00,SO - 0001784,1929.6
2022-09-02 00:00:00,SO - 0001785,11128.7
2022-09-02 00:00:00,SO - 0001786,5795.5
2022-09-02 00:00:00,SO - 0001787,10586
2022-09-02 00:00:00,SO - 0001788,14954.4
2022-09-02 00:00:00,SO - 0001789,10572.6
2022-09-02 00:00:00,SO - 0001790,19939.2
2022-09-02 00:00:00,SO - 0001791,43114.5
2022-09-02 00:00:00,SO - 0001792,17634.4
2022-09-02 00:00:00,SO - 0001793,27108.2
2022-09-03 00:00:00,SO - 0001794,11135.4
2022-09-03 00:00:00,SO - 0001795,36059.4
2022-09-03 00:00:00,SO - 0001796,15497.1
2022-09-03 00:00:00,SO - 0001797,8308
2022-09-03 00:00:00,SO - 0001798,2170.8
2022-09-03 00:00:00,SO - 0001799,8415.2
2022-09-03 00:00:00,SO - 0001800,1085.4
2022-09-04 00:00:00,SO - 0001801,1876
2022-09-04 00:00:00,SO - 0001802,10431.9
2022-09-04 00:00:00,SO - 0001803,11416.8
2022-09-04 00:00:00,SO - 0001804,24039.6
2022-09-04 00:00:00,SO - 0001805,62129.1
2022-09-04 00:00:00,SO - 0001806,39262
2022-09-04 00:00:00,SO - 0001807,42612
2022-09-04 00:00:00,SO - 0001808,49204.8
2022-09-04 00:00:00,SO - 0001809,22914
2022-09-04 00:00:00,SO - 0001810,10720
2022-09-04 00:00:00,SO - 0001811,10009.8
2022-09-04 00:00:00,SO - 0001812,33366
2022-09-04 00:00:00,SO - 0001813,26465
2022-09-05 00:00:00,SO - 0001814,2358.4
2022-09-05 00:00:00,SO - 0001815,10130.4
2022-09-05 00:00:00,SO - 0001816,22110
2022-09-05 00:00:00,SO - 0001817,9004.8
2022-09-05 00:00:00,SO - 0001818,56018.7
2022-09-05 00:00:00,SO - 0001819,26692.8
2022-09-05 00:00:00,SO - 0001820,14311.2
2022-09-05 00:00:00,SO - 0001821,67067
2022-09-05 00:00:00,SO - 0001822,8254.4
2022-09-05 00:00:00,SO - 0001823,12127
2022-09-05 00:00:00,SO - 0001824,5159
2022-09-05 00:00:00,SO - 0001825,10773.6
2022-09-06 00:00:00,SO - 0001826,17212.3
2022-09-06 00:00:00,SO - 0001827,16508.8
2022-09-06 00:00:00,SO - 0001828,19677.9
2022-09-06 00:00:00,SO - 0001829,23476.8
2022-09-06 00:00:00,SO - 0001830,67582.9
2022-09-06 00:00:00,SO - 0001831,22619.2
2022-09-06 00:00:00,SO - 0001832,11644.6
2022-09-06 00:00:00,SO - 0001833,10653
2022-09-07 00:00:00,SO - 0001834,10009.8
2022-09-07 00:00:00,SO - 0001835,38324
2022-09-07 00:00:00,SO - 0001836,6860.8
2022-09-07 00:00:00,SO - 0001837,32763
2022-09-07 00:00:00,SO - 0001838,25661
2022-09-07 00:00:00,SO - 0001839,31838.4
2022-09-07 00:00:00,SO - 0001840,10612.8
2022-09-07 00:00:00,SO - 0001841,30444.8
2022-09-07 00:00:00,SO - 0001842,11524
2022-09-07 00:00:00,SO - 0001843,38324
2022-09-07 00:00:00,SO - 0001844,6097
2022-09-07 00:00:00,SO - 0001845,18090
2022-09-07 00:00:00,SO - 0001846,23637.6
2022-09-07 00:00:00,SO - 0001847,5192.5
2022-09-07 00:00:00,SO - 0001848,36515
2022-09-07 00:00:00,SO - 0001849,11698.2
2022-09-07 00:00:00,SO - 0001850,11899.2
2022-09-08 00:00:00,SO - 0001851,24662.7
2022-09-08 00:00:00,SO - 0001852,11416.8
2022-09-08 00:00:00,SO - 0001853,18920.8
2022-09-08 00:00:00,SO - 0001854,8415.2
2022-09-08 00:00:00,SO - 0001855,31469.9
2022-09-08 00:00:00,SO - 0001856,46685.6
2022-09-08 00:00:00,SO - 0001857,5762
2022-09-09 00:00:00,SO - 0001858,7182.4
2022-09-09 00:00:00,SO - 0001859,8897.6
2022-09-09 00:00:00,SO - 0001860,45908.4
2022-09-09 00:00:00,SO - 0001861,23557.2
2022-09-09 00:00:00,SO - 0001862,14190.6
2022-09-09 00:00:00,SO - 0001863,8622.9
2022-09-09 00:00:00,SO - 0001864,14847.2
2022-09-09 00:00:00,SO - 0001865,20502
2022-09-09 00:00:00,SO - 0001866,28448.2
2022-09-09 00:00:00,SO - 0001867,30793.2
2022-09-09 00:00:00,SO - 0001868,25620.8
2022-09-10 00:00:00,SO - 0001869,78550.8
2022-09-10 00:00:00,SO - 0001870,26130
2022-09-10 00:00:00,SO - 0001871,6331.5
2022-09-10 00:00:00,SO - 0001872,11189
2022-09-10 00:00:00,SO - 0001873,6432
2022-09-10 00:00:00,SO - 0001874,9828.9
2022-09-10 00:00:00,SO - 0001875,38257
2022-09-10 00:00:00,SO - 0001876,1500.8
2022-09-10 00:00:00,SO - 0001877,45962
2022-09-10 00:00:00,SO - 0001878,11014.8
2022-09-10 00:00:00,SO - 0001879,17024.7
2022-09-11 00:00:00,SO - 0001880,13132
2022-09-11 00:00:00,SO - 0001881,12140.4
2022-09-11 00:00:00,SO - 0001882,12462
2022-09-11 00:00:00,SO - 0001883,9581
2022-09-11 00:00:00,SO - 0001884,12227.5
2022-09-11 00:00:00,SO - 0001885,31195.2
2022-09-11 00:00:00,SO - 0001886,7035
2022-09-11 00:00:00,SO - 0001887,15979.5
2022-09-11 00:00:00,SO - 0001888,12381.6
2022-09-12 00:00:00,SO - 0001889,8790.4
2022-09-12 00:00:00,SO - 0001890,11617.8
2022-09-12 00:00:00,SO - 0001891,47114.4
2022-09-12 00:00:00,SO - 0001892,18934.2
2022-09-12 00:00:00,SO - 0001893,19999.5
2022-09-12 00:00:00,SO - 0001894,10921
2022-09-13 00:00:00,SO - 0001895,6030
2022-09-13 00:00:00,SO - 0001896,2036.8
2022-09-13 00:00:00,SO - 0001897,5386.8
2022-09-13 00:00:00,SO - 0001898,20984.4
2022-09-13 00:00:00,SO - 0001899,12160.5
2022-09-13 00:00:00,SO - 0001900,70108.8
2022-09-13 00:00:00,SO - 0001901,7075.2
2022-09-13 00:00:00,SO - 0001902,12897.5
2022-09-13 00:00:00,SO - 0001903,11095.2
2022-09-13 00:00:00,SO - 0001904,31838.4
2022-09-13 00:00:00,SO - 0001905,23637.6
2022-09-13 00:00:00,SO - 0001906,14224.1
2022-09-13 00:00:00,SO - 0001907,11323
2022-09-13 00:00:00,SO - 0001908,6700
2022-09-14 00:00:00,SO - 0001909,78470.4
2022-09-14 00:00:00,SO - 0001910,32562
2022-09-14 00:00:00,SO - 0001911,12897.5
2022-09-14 00:00:00,SO - 0001912,19262.5
2022-09-14 00:00:00,SO - 0001913,5547.6
2022-09-14 00:00:00,SO - 0001914,23436.6
2022-09-14 00:00:00,SO - 0001915,2291.4
2022-09-14 00:00:00,SO - 0001916,8576
2022-09-14 00:00:00,SO - 0001917,15919.2
2022-09-14 00:00:00,SO - 0001918,32079.6
2022-09-14 00:00:00,SO - 0001919,5393.5
2022-09-14 00:00:00,SO - 0001920,56018.7
2022-09-14 00:00:00,SO - 0001921,14592.6
2022-09-14 00:00:00,SO - 0001922,1326.6
2022-09-14 00:00:00,SO - 0001923,76138.8
2022-09-15 00:00:00,SO - 0001924,6793.8
2022-09-15 00:00:00,SO - 0001925,8328.1
2022-09-15 00:00:00,SO - 0001926,9346.5
2022-09-15 00:00:00,SO - 0001927,4790.5
2022-09-15 00:00:00,SO - 0001928,16703.1
2022-09-15 00:00:00,SO - 0001929,29111.5
2022-09-15 00:00:00,SO - 0001930,54538
2022-09-15 00:00:00,SO - 0001931,12475.4
2022-09-15 00:00:00,SO - 0001932,12622.8
2022-09-15 00:00:00,SO - 0001933,1527.6
2022-09-15 00:00:00,SO - 0001934,34330.8
2022-09-15 00:00:00,SO - 0001935,25989.3
2022-09-15 00:00:00,SO - 0001936,8683.2
2022-09-16 00:00:00,SO - 0001937,7222.6
2022-09-16 00:00:00,SO - 0001938,7035
2022-09-16 00:00:00,SO - 0001939,20100
2022-09-16 00:00:00,SO - 0001940,42236.8
2022-09-16 00:00:00,SO - 0001941,12462
2022-09-16 00:00:00,SO - 0001942,31469.9
2022-09-16 00:00:00,SO - 0001943,8803.8
2022-09-16 00:00:00,SO - 0001944,29748
2022-09-16 00:00:00,SO - 0001945,65767.2
2022-09-16 00:00:00,SO - 0001946,5581.1
2022-09-16 00:00:00,SO - 0001947,2974.8
2022-09-16 00:00:00,SO - 0001948,6994.8
2022-09-16 00:00:00,SO - 0001949,70678.3
2022-09-16 00:00:00,SO - 0001950,6465.5
2022-09-16 00:00:00,SO - 0001951,61975
2022-09-17 00:00:00,SO - 0001952,35215.2
2022-09-17 00:00:00,SO - 0001953,12086.8
2022-09-17 00:00:00,SO - 0001954,6432
2022-09-17 00:00:00,SO - 0001955,52260
2022-09-17 00:00:00,SO - 0001956,19731.5
2022-09-17 00:00:00,SO - 0001957,9286.2
2022-09-17 00:00:00,SO - 0001958,25862
2022-09-17 00:00:00,SO - 0001959,20100
2022-09-17 00:00:00,SO - 0001960,29037.8
2022-09-18 00:00:00,SO - 0001961,12622.8
2022-09-18 00:00:00,SO - 0001962,9467.1
2022-09-18 00:00:00,SO - 0001963,14023.1
2022-09-18 00:00:00,SO - 0001964,5862.5
2022-09-18 00:00:00,SO - 0001965,40709.2
2022-09-18 00:00:00,SO - 0001966,11725
2022-09-18 00:00:00,SO - 0001967,10070.1
2022-09-18 00:00:00,SO - 0001968,34612.2
2022-09-18 00:00:00,SO - 0001969,15517.2
2022-09-18 00:00:00,SO - 0001970,36159.9
2022-09-18 00:00:00,SO - 0001971,31557
2022-09-19 00:00:00,SO - 0001972,16133.6
2022-09-19 00:00:00,SO - 0001973,26873.7
2022-09-19 00:00:00,SO - 0001974,8040
2022-09-19 00:00:00,SO - 0001975,22733.1
2022-09-19 00:00:00,SO - 0001976,21151.9
2022-09-19 00:00:00,SO - 0001977,31858.5
2022-09-19 00:00:00,SO - 0001978,47838
2022-09-19 00:00:00,SO - 0001979,22029.6
2022-09-19 00:00:00,SO - 0001980,6968
2022-09-19 00:00:00,SO - 0001981,41050.9
2022-09-19 00:00:00,SO - 0001982,11859
2022-09-19 00:00:00,SO - 0001983,42451.2
2022-09-19 00:00:00,SO - 0001984,28863.6
2022-09-19 00:00:00,SO - 0001985,27677.7
2022-09-19 00:00:00,SO - 0001986,2211
2022-09-19 00:00:00,SO - 0001987,7128.8
2022-09-19 00:00:00,SO - 0001988,11034.9
2022-09-20 00:00:00,SO - 0001989,40052.6
2022-09-20 00:00:00,SO - 0001990,19215.6
2022-09-20 00:00:00,SO - 0001991,8609.5
2022-09-20 00:00:00,SO - 0001992,9875.8
2022-09-20 00:00:00,SO - 0001993,5259.5
2022-09-20 00:00:00,SO - 0001994,6331.5
2022-09-20 00:00:00,SO - 0001995,13366.5
2022-09-20 00:00:00,SO - 0001996,12783.6
2022-09-20 00:00:00,SO - 0001997,22110
2022-09-20 00:00:00,SO - 0001998,8509
2022-09-21 00:00:00,SO - 0001999,19724.8
2022-09-21 00:00:00,SO - 0002000,19363
2022-09-21 00:00:00,SO - 0002001,1273
2022-09-21 00:00:00,SO - 0002002,38190
2022-09-21 00:00:00,SO - 0002003,11122
2022-09-21 00:00:00,SO - 0002004,7343.2
2022-09-21 00:00:00,SO - 0002005,19229
2022-09-22 00:00:00,SO - 0002006,21962.6
2022-09-22 00:00:00,SO - 0002007,31731.2
2022-09-22 00:00:00,SO - 0002008,7055.1
2022-09-22 00:00:00,SO - 0002009,4154
2022-09-22 00:00:00,SO - 0002010,11497.2
2022-09-22 00:00:00,SO - 0002011,9225.9
2022-09-22 00:00:00,SO - 0002012,58517.8
2022-09-22 00:00:00,SO - 0002013,5386.8
2022-09-22 00:00:00,SO - 0002014,23637.6
2022-09-22 00:00:00,SO - 0002015,7785.4
2022-09-22 00:00:00,SO - 0002016,8361.6
2022-09-23 00:00:00,SO - 0002017,9286.2
2022-09-23 00:00:00,SO - 0002018,16555.7
2022-09-23 00:00:00,SO - 0002019,2814
2022-09-23 00:00:00,SO - 0002020,28300.8
2022-09-23 00:00:00,SO - 0002021,1742
2022-09-23 00:00:00,SO - 0002022,6633
2022-09-23 00:00:00,SO - 0002023,30659.2
2022-09-23 00:00:00,SO - 0002024,47275.2
2022-09-23 00:00:00,SO - 0002025,6512.4
2022-09-23 00:00:00,SO - 0002026,23577.3
2022-09-23 00:00:00,SO - 0002027,27068
2022-09-23 00:00:00,SO - 0002028,8991.4
2022-09-23 00:00:00,SO - 0002029,5393.5
2022-09-24 00:00:00,SO - 0002030,68246.2
2022-09-24 00:00:00,SO - 0002031,58296.7
2022-09-24 00:00:00,SO - 0002032,1407
2022-09-24 00:00:00,SO - 0002033,33969
2022-09-24 00:00:00,SO - 0002034,8522.4
2022-09-24 00:00:00,SO - 0002035,43704.1
2022-09-24 00:00:00,SO - 0002036,17848.8
2022-09-24 00:00:00,SO - 0002037,9648
2022-09-24 00:00:00,SO - 0002038,5346.6
2022-09-25 00:00:00,SO - 0002039,47998.8
2022-09-25 00:00:00,SO - 0002040,10854
2022-09-25 00:00:00,SO - 0002041,37734.4
2022-09-25 00:00:00,SO - 0002042,20153.6
2022-09-25 00:00:00,SO - 0002043,12140.4
2022-09-25 00:00:00,SO - 0002044,1500.8
2022-09-25 00:00:00,SO - 0002045,18599.2
2022-09-25 00:00:00,SO - 0002046,20421.6
2022-09-25 00:00:00,SO - 0002047,15979.5
2022-09-25 00:00:00,SO - 0002048,46873.2
2022-09-25 00:00:00,SO - 0002049,28609
2022-09-25 00:00:00,SO - 0002050,11175.6
2022-09-25 00:00:00,SO - 0002051,5360
2022-09-25 00:00:00,SO - 0002052,1929.6
2022-09-26 00:00:00,SO - 0002053,36917
2022-09-26 00:00:00,SO - 0002054,5145.6
2022-09-26 00:00:00,SO - 0002055,5929.5
2022-09-26 00:00:00,SO - 0002056,51315.3
2022-09-26 00:00:00,SO - 0002057,47034
2022-09-26 00:00:00,SO - 0002058,5259.5
2022-09-26 00:00:00,SO - 0002059,9165.6
2022-09-26 00:00:00,SO - 0002060,13339.7
2022-09-26 00:00:00,SO - 0002061,18451.8
2022-09-26 00:00:00,SO - 0002062,39114.6
2022-09-26 00:00:00,SO - 0002063,7879.2
2022-09-27 00:00:00,SO - 0002064,73003.2
2022-09-27 00:00:00,SO - 0002065,10612.8
2022-09-27 00:00:00,SO - 0002066,2063.6
2022-09-27 00:00:00,SO - 0002067,8442
2022-09-27 00:00:00,SO - 0002068,38324
2022-09-27 00:00:00,SO - 0002069,62276.5
2022-09-27 00:00:00,SO - 0002070,1869.3
2022-09-27 00:00:00,SO - 0002071,27248.9
2022-09-27 00:00:00,SO - 0002072,30230.4
2022-09-27 00:00:00,SO - 0002073,20448.4
2022-09-28 00:00:00,SO - 0002074,55945
2022-09-28 00:00:00,SO - 0002075,4958
2022-09-28 00:00:00,SO - 0002076,10693.2
2022-09-28 00:00:00,SO - 0002077,59697
2022-09-28 00:00:00,SO - 0002078,19999.5
2022-09-29 00:00:00,SO - 0002079,5326.5
2022-09-29 00:00:00,SO - 0002080,2090.4
2022-09-29 00:00:00,SO - 0002081,38190
2022-09-29 00:00:00,SO - 0002082,6351.6
2022-09-29 00:00:00,SO - 0002083,35670.8
2022-09-30 00:00:00,SO - 0002084,51563.2
2022-09-30 00:00:00,SO - 0002085,11939.4
2022-09-30 00:00:00,SO - 0002086,24997.7
2022-09-30 00:00:00,SO - 0002087,19188.8
2022-09-30 00:00:00,SO - 0002088,7798.8
2022-09-30 00:00:00,SO - 0002089,5266.2
2022-09-30 00:00:00,SO - 0002090,8147.2
2022-09-30 00:00:00,SO - 0002091,28676
2022-09-30 00:00:00,SO - 0002092,9916
2022-09-30 00:00:00,SO - 0002093,57526.2
2022-10-01 00:00:00,SO - 0002094,6968
2022-10-01 00:00:00,SO - 0002095,6673.2
2022-10-01 00:00:00,SO - 0002096,9179
2022-10-01 00:00:00,SO - 0002097,1206
2022-10-01 00:00:00,SO - 0002098,40307.2
2022-10-02 00:00:00,SO - 0002099,7691.6
2022-10-02 00:00:00,SO - 0002100,22713
2022-10-02 00:00:00,SO - 0002101,9192.4
2022-10-02 00:00:00,SO - 0002102,5829
2022-10-02 00:00:00,SO - 0002103,12803.7
2022-10-02 00:00:00,SO - 0002104,13882.4
2022-10-02 00:00:00,SO - 0002105,19664.5
2022-10-02 00:00:00,SO - 0002106,31838.4
2022-10-02 00:00:00,SO - 0002107,22592.4
2022-10-02 00:00:00,SO - 0002108,31463.2
2022-10-02 00:00:00,SO - 0002109,35215.2
2022-10-03 00:00:00,SO - 0002110,10760.2
2022-10-03 00:00:00,SO - 0002111,12897.5
2022-10-03 00:00:00,SO - 0002112,2546
2022-10-03 00:00:00,SO - 0002113,8522.4
2022-10-03 00:00:00,SO - 0002114,31597.2
2022-10-03 00:00:00,SO - 0002115,34210.2
2022-10-03 00:00:00,SO - 0002116,37292.2
2022-10-04 00:00:00,SO - 0002117,13788.6
2022-10-04 00:00:00,SO - 0002118,39597
2022-10-04 00:00:00,SO - 0002119,11591
2022-10-04 00:00:00,SO - 0002120,1005
2022-10-04 00:00:00,SO - 0002121,28274
2022-10-04 00:00:00,SO - 0002122,5306.4
2022-10-04 00:00:00,SO - 0002123,19832
2022-10-05 00:00:00,SO - 0002124,38994
2022-10-05 00:00:00,SO - 0002125,6164
2022-10-05 00:00:00,SO - 0002126,7269.5
2022-10-05 00:00:00,SO - 0002127,5025
2022-10-05 00:00:00,SO - 0002128,52367.2
2022-10-05 00:00:00,SO - 0002129,2546
2022-10-05 00:00:00,SO - 0002130,1045.2
2022-10-05 00:00:00,SO - 0002131,11276.1
2022-10-05 00:00:00,SO - 0002132,12428.5
2022-10-05 00:00:00,SO - 0002133,33902
2022-10-05 00:00:00,SO - 0002134,1641.5
2022-10-05 00:00:00,SO - 0002135,16696.4
2022-10-05 00:00:00,SO - 0002136,12462
2022-10-05 00:00:00,SO - 0002137,29908.8
2022-10-05 00:00:00,SO - 0002138,6271.2
2022-10-05 00:00:00,SO - 0002139,61774
2022-10-05 00:00:00,SO - 0002140,31677.6
2022-10-05 00:00:00,SO - 0002141,30391.2
2022-10-05 00:00:00,SO - 0002142,12823.8
2022-10-06 00:00:00,SO - 0002143,47516.4
2022-10-06 00:00:00,SO - 0002144,12381.6
2022-10-06 00:00:00,SO - 0002145,20984.4
2022-10-06 00:00:00,SO - 0002146,20857.1
2022-10-06 00:00:00,SO - 0002147,27671
2022-10-06 00:00:00,SO - 0002148,6003.2
2022-10-07 00:00:00,SO - 0002149,33848.4
2022-10-07 00:00:00,SO - 0002150,22177
2022-10-07 00:00:00,SO - 0002151,16703.1
2022-10-07 00:00:00,SO - 0002152,19765
2022-10-07 00:00:00,SO - 0002153,6391.8
2022-10-08 00:00:00,SO - 0002154,23235.6
2022-10-08 00:00:00,SO - 0002155,34974
2022-10-08 00:00:00,SO - 0002156,1876
2022-10-08 00:00:00,SO - 0002157,1072
2022-10-08 00:00:00,SO - 0002158,3383.5
2022-10-08 00:00:00,SO - 0002159,11055
2022-10-08 00:00:00,SO - 0002160,5326.5
2022-10-08 00:00:00,SO - 0002161,2010
2022-10-08 00:00:00,SO - 0002162,10612.8
2022-10-08 00:00:00,SO - 0002163,46471.2
2022-10-09 00:00:00,SO - 0002164,41493.1
2022-10-09 00:00:00,SO - 0002165,24388
2022-10-09 00:00:00,SO - 0002166,11570.9
2022-10-09 00:00:00,SO - 0002167,2492.4
2022-10-09 00:00:00,SO - 0002168,18793.5
2022-10-10 00:00:00,SO - 0002169,12307.9
2022-10-10 00:00:00,SO - 0002170,20857.1
2022-10-10 00:00:00,SO - 0002171,13627.8
2022-10-10 00:00:00,SO - 0002172,28408
2022-10-10 00:00:00,SO - 0002173,6391.8
2022-10-10 00:00:00,SO - 0002174,18056.5
2022-10-11 00:00:00,SO - 0002175,27155.1
2022-10-11 00:00:00,SO - 0002176,22371.3
2022-10-11 00:00:00,SO - 0002177,4656.5
2022-10-11 00:00:00,SO - 0002178,8897.6
2022-10-11 00:00:00,SO - 0002179,5293
2022-10-11 00:00:00,SO - 0002180,5092
2022-10-12 00:00:00,SO - 0002181,9413.5
2022-10-12 00:00:00,SO - 0002182,6150.6
2022-10-12 00:00:00,SO - 0002183,47060.8
2022-10-12 00:00:00,SO - 0002184,10130.4
2022-10-12 00:00:00,SO - 0002185,10492.2
